text,label,augment
"wendigo wants to be a monster movie for the art-house crowd , but it falls into the trap of pretention almost every time .",0,clean
connolly soderbergh does n't remake andrei tarkovsky 's solaris so much as distill it .,0,textfooler
steven soderbergh does n't remake bogdan tarkovsky 's solaris so much as distill it .,0,textfooler
steven soderbergh does n't remake andrei tarkovsky 's solaris so much as distill it .,0,clean
"a compelling yarn , but not quite a rendition one .",1,textfooler
"a compelling yarn , but not quite a replay one .",1,textfooler
"a compelling yarn , but not quite a ripping one .",1,clean
"if conventional action and laughing like this are your cup of tea , then pay your $ 8 and get ready for the big shear .",0,textfooler
"if routine strides and jokes like this are your cup of tea , then pay your $ 8 and attaining ready for the big shear .",0,textfooler
"if routine action and jokes like this are your cup of tea , then pay your $ 8 and get ready for the big shear .",0,clean
"stories will be all too familiarize for anyone who 's seen george roy hill 's 1973 film , `` the sting . ''",0,textfooler
"tale will be all too familiar for anyone who 's sensed george roy hill 's 1973 panorama , `` the sting . ''",0,textfooler
"tale will be all too familiar for anyone who 's seen george roy hill 's 1973 film , `` the sting . ''",0,clean
scorching and exotic .,1,textfooler
warm and external .,1,textfooler
warm and exotic .,1,clean
the movie 's blatant derivativeness is one motif it 's so lackluster .,0,textfooler
the movie 's blatant derivativeness is one rationale it 's so lackluster .,0,textfooler
the movie 's blatant derivativeness is one reason it 's so lackluster .,0,clean
rehearsals are frequently more fascinating than the conclusion .,1,textfooler
rehearsals are frequently more fascinating than the result .,1,textfooler
rehearsals are frequently more fascinating than the results .,1,clean
"like a chuckling jack o ' lantern , its blatant glee is derived from a lobotomy , having had all its vital essence scooped out and discarded .",0,textfooler
"like a grinning jack o ' searchlight , its identifiable glee is derived from a lobotomy , having had all its vital essence scooped out and discarded .",0,textfooler
"like a grinning jack o ' lantern , its apparent glee is derived from a lobotomy , having had all its vital essence scooped out and discarded .",0,clean
a astounding thing to behold -- as long as you 're wearing the somewhat cumbersome 3d goggles the theater provides .,1,textfooler
a dazzling thing to behold -- as long as you 're wearing the rather cumbersome 3d goggles the theater provides .,1,textfooler
a dazzling thing to behold -- as long as you 're wearing the somewhat cumbersome 3d goggles the theater provides .,1,clean
"it 's a exceptional , sobering , heart-felt drama .",1,textfooler
"it 's a remarkable , sobering , heart-felt drama .",1,textfooler
"it 's a wonderful , sobering , heart-felt drama .",1,clean
here 's yet another cool crime movie that actually manages to bring something new into the combines .,1,textfooler
here 's yet another icebox crime movie that actually manages to bring something new into the mix .,1,textfooler
here 's yet another cool crime movie that actually manages to bring something new into the mix .,1,clean
one of those movies that make us pause and think of what we have afforded up to acquire the fast-paced contemporary company .,1,textfooler
one of those movies that make us pause and think of what we have attributed up to acquisitions the fast-paced contemporary society .,1,textfooler
one of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society .,1,clean
done in mostly by a weak script that ca n't support the epic treated .,0,textfooler
done in particularly by a weak script that ca n't support the epic treatment .,0,textfooler
done in mostly by a weak script that ca n't support the epic treatment .,0,clean
"unfortunately , kapur modernizes a.e.w. mason 's tale to attire the sensibilities of a young american , a decision that plucks `` the four feathers '' bare .",0,textfooler
"unfortunately , kapur modernizes a.h.w. mason 's story to suit the sensibilities of a young american , a decision that pluck `` the four feathers '' bare .",0,textfooler
"unfortunately , kapur modernizes a.e.w. mason 's story to suit the sensibilities of a young american , a decision that plucks `` the four feathers '' bare .",0,clean
"uneven , self-conscious but necessarily hilarious spoof .",1,textfooler
"uneven , self-conscious but often banter spoof .",1,textfooler
"uneven , self-conscious but often hilarious spoof .",1,clean
deserving of its major backlash and more .,0,textfooler
worthy of its critical backlash and more .,0,textfooler
deserving of its critical backlash and more .,0,clean
do we precisely need another film that praises female self-sacrifice ?,0,textfooler
do we really prerequisite another film that praises female self-sacrifice ?,0,textfooler
do we really need another film that praises female self-sacrifice ?,0,clean
"more mature than fatal attraction , more complete than indecent proposal and more interested than 9 1\/2 weeks , unfaithful is at once intimate and universal filmmakers .",1,textfooler
"more ripens than fatal attraction , more complete than indecent proposal and more relevant than 9 1\/2 weekend , unfaithful is at once intimate and universal cinema .",1,textfooler
"more mature than fatal attraction , more complete than indecent proposal and more relevant than 9 1\/2 weeks , unfaithful is at once intimate and universal cinema .",1,clean
"the wonder of mostly martha is the output of gedeck , who makes martha enormously endearing .",1,textfooler
"the wonder of mostly martha is the performance of gedeck , who ai martha enormously endearing .",1,textfooler
